,Customer ID,Name,Surname,Gender,Birthdate,Transaction Amount,Date,Merchant Name,Category
48567,916479,Tiffany,Lee,F,1973-10-27,59.0,2023-08-07,Moore-Lewis,Cosmetic
48568,502958,John,Holland,F,1987-10-24,146.26,2023-05-04,"Yates, White and Stone",Cosmetic
48571,546965,Janice,Wilson,F,1968-10-28,33.73,2023-03-11,"Williams, Weber and Clark",Restaurant
48577,400108,Mike,Moss,F,1991-10-23,2933.33,2023-05-03,Blair-Morrison,Travel
48580,299860,Cody,Figueroa,F,1994-10-22,200.0,2023-04-29,"Newman, Anderson and Collier",Clothing
48582,59927,Gregory,Tyler,F,1972-10-27,154.39,2023-02-24,Williams-Barnett,Clothing
48584,504896,Russell,Estrada,F,1984-10-24,179.67,2023-02-28,Lloyd and Sons,Cosmetic
48586,823706,Mary,Sims,F,1975-10-27,678.09,2023-04-27,"Jones, Andrews and Miller",Travel
48588,393869,Sophia,Torres,F,1972-10-27,311.42,2023-07-21,Fox and Sons,Travel
48592,13974,Roger,Lopez,F,1988-10-23,255.79,2023-04-04,"Taylor, Harper and Barton",Clothing
48594,933756,Donna,Evans,F,1998-10-21,298.25,2023-02-23,"Martinez, Martinez and Jackson",Market
48595,665876,Shannon,Fleming,,1966-10-29,1224.47,2023-01-21,Martinez PLC,Travel
48596,604150,Michelle,Franco,,1978-10-26,1516.48,2023-08-31,Richards-Sullivan,Travel
48597,383858,Susan,Crawford,,1980-10-25,122.56,2023-06-21,Baxter-Hicks,Cosmetic
48598,198760,Tracy,Jones,F,1968-10-28,217.75,2023-01-25,Guzman-Swanson,Market
48601,478262,Randy,Dunn,F,1981-10-25,105.21,2023-10-06,Davies PLC,Market
48603,376555,Manuel,Cline,F,1971-10-28,1610.36,2023-05-10,"Phillips, Jackson and Hall",Travel
48604,460915,Shelley,Hoover,,1999-10-21,482.81,2023-06-18,Mckay-Freeman,Market
48605,519671,Michael,Simpson,F,1974-10-27,358.4,2023-08-24,"Kelley, Anderson and Bailey",Electronics
48607,731565,Alice,Wallace,F,1984-10-24,1306.07,2023-03-10,Kim PLC,Travel
48608,345571,Paul,Wilson,F,1996-10-21,565.08,2023-09-16,Blair Ltd,Electronics
48609,425317,Jeremy,Stewart,,1990-10-23,153.24,2023-07-03,Randall-Gilbert,Clothing
48611,696802,Shawn,Ruiz,F,1975-10-27,325.65,2023-04-18,Mitchell-Smith,Electronics
48612,901188,Michael,Miller,,1951-11-02,237.82,2023-10-02,Campbell-May,Electronics
48613,629846,Joe,Burke,F,1958-10-31,108.62,2023-02-17,"Johnson, Jimenez and Williams",Cosmetic
48614,374150,Felicia,Barrett,F,1981-10-25,187.84,2023-10-06,"Johnson, Mcclain and Smith",Cosmetic
48616,873123,Brooke,Foster,F,1966-10-29,148.43,2023-02-10,"Mcbride, Kelly and Woodard",Cosmetic
48617,314598,Stephanie,Padilla,F,1965-10-29,464.0,2023-06-15,May Ltd,Electronics
48620,31479,Christine,Glover,,1983-10-25,55.49,2023-05-23,Hernandez-Stark,Clothing
48621,61103,Jessica,Harmon,,1949-11-02,105.04,2023-02-02,"Harris, Cervantes and Jennings",Cosmetic
48622,303593,Elizabeth,Evans,F,2001-10-20,42.29,2023-06-22,"Brown, Park and Barnes",Cosmetic
48624,740303,Hailey,Proctor,F,1968-10-28,80.44,2023-07-10,Jones-Cook,Cosmetic
48625,122649,Bianca,Wilson,F,1980-10-25,46.8,2023-10-09,Christensen Inc,Cosmetic
48627,466253,Charles,Anderson,F,1954-11-01,35.24,2023-04-20,"Morales, Chaney and Rowe",Restaurant
48628,328549,Jimmy,Scott,,1970-10-28,92.6,2023-02-17,Glenn-Smith,Clothing
48629,202994,Gregory,Mann,F,1987-10-24,11.54,2023-05-24,Hudson LLC,Restaurant
48632,106693,John,Harvey,F,1995-10-22,285.82,2023-06-21,"Fuller, Smith and Cole",Clothing
48634,324159,Daniel,Johnson,F,1997-10-21,36.43,2023-04-06,Luna-Williams,Restaurant
48635,604092,Michelle,Webb,F,1977-10-26,415.57,2023-05-12,Jones-Tucker,Electronics
48636,394215,Steven,Lyons,F,1995-10-22,122.35,2023-01-07,Jackson-Sellers,Clothing
48640,954652,Michael,Simpson,F,2004-10-19,880.31,2023-09-07,"Duffy, Stewart and Dickson",Electronics
48641,263248,Ronald,Diaz,F,2005-10-19,55.62,2023-07-16,Lucas Ltd,Restaurant
48642,282546,Tina,Williams,F,1995-10-22,1981.75,2023-01-04,Allen-Parsons,Travel
48643,475461,Ashley,Jones,F,1971-10-28,2968.75,2023-07-01,"Peters, Thompson and Ingram",Travel
48644,245898,James,Robinson,F,1964-10-29,135.76,2023-09-28,Williams Inc,Electronics
48646,679563,Paula,Weeks,F,1983-10-25,199.5,2023-01-15,Kelly Inc,Clothing
48648,378006,Ethan,Hooper,F,1978-10-26,116.42,2023-04-21,Hernandez-Green,Cosmetic
48650,517066,Ariel,Lara,F,1956-10-31,881.65,2023-05-19,Jones and Sons,Electronics
48656,631100,Kevin,Townsend,F,1978-10-26,26.2,2023-05-17,Barrett Ltd,Restaurant
48657,771502,Michael,Romero,F,1973-10-27,24.1,2023-05-19,"Jackson, Mendez and Soto",Cosmetic
48658,921809,Kenneth,Jefferson,F,1973-10-27,487.64,2023-10-11,Meyers Group,Market
48660,649673,Julie,Madden,,1952-11-01,171.43,2023-06-26,Hardy and Sons,Cosmetic
48661,837874,Stephen,Dodson,F,1977-10-26,762.15,2023-02-13,Gutierrez LLC,Travel
48662,703788,Patricia,Carr,F,1959-10-31,111.63,2023-07-09,Richardson-Miller,Cosmetic
48663,872109,Kimberly,Thomas,F,1951-11-02,49.17,2023-04-15,Russell-Jennings,Restaurant
48669,705294,Kaitlin,Young,,1977-10-26,157.12,2023-08-21,Kent-Lindsey,Clothing
48673,193355,Tyler,Salas,F,1994-10-22,189.14,2023-09-14,Rhodes Group,Clothing
48674,313874,Christopher,Sharp,F,1985-10-24,113.88,2023-08-04,Reyes-Gordon,Clothing
48675,11438,Crystal,Johnson,F,2005-10-19,927.66,2023-01-13,Davis and Sons,Electronics
48676,130257,Scott,Wheeler,F,1955-11-01,166.81,2023-03-06,Williams-Webster,Clothing
48680,912940,Karen,Jenkins,F,1952-11-01,65.34,2023-02-05,Torres-Dunlap,Market
48681,174716,Brenda,Anderson,F,2001-10-20,86.58,2023-03-12,"Park, Vasquez and Carlson",Cosmetic
48685,921391,Jessica,Bradley,F,1981-10-25,890.53,2023-09-04,Peterson-Moon,Electronics
48686,949267,Philip,Moore,F,1966-10-29,51.69,2023-10-08,Suarez-Adams,Restaurant
48689,770299,Jessica,Miller,F,1972-10-27,23.26,2023-07-03,"Clark, Williams and Mcbride",Restaurant
48691,566135,Donna,Friedman,F,1977-10-26,43.62,2023-02-14,Miller LLC,Restaurant
48696,489303,Melissa,Strong,F,1982-10-25,174.89,2023-10-05,Manning Ltd,Clothing
48697,183322,Donald,Hodge,,1954-11-01,104.07,2023-02-09,Davis-Rojas,Clothing
48698,730638,Andrew,Collier,F,1959-10-31,244.16,2023-06-15,White and Sons,Electronics
48700,92510,Janice,Griffin,F,1990-10-23,392.17,2023-07-13,Hammond Group,Market
48702,123640,Lisa,Rios,,1961-10-30,2842.79,2023-09-08,"Taylor, Marshall and Brown",Travel
48703,716489,Hannah,Garcia,F,1958-10-31,22.56,2023-08-25,"Cervantes, Larson and Johnson",Restaurant
48705,33245,Eric,Green,F,1959-10-31,255.94,2023-08-02,"Lopez, Anderson and Park",Clothing
48706,53904,Brian,Carlson,,1980-10-25,443.74,2023-08-10,"Young, Trujillo and Rodriguez",Market
48707,292684,Aaron,Moore,F,1971-10-28,299.57,2023-07-14,"Jones, Sanchez and Petty",Market
48709,815967,Matthew,Cunningham,F,1987-10-24,71.52,2023-08-02,Olson LLC,Market
48721,295988,Frances,Collins,F,1953-11-01,69.13,2023-03-10,Bell Inc,Clothing
48723,886701,Christy,Griffin,F,1959-10-31,297.51,2023-05-08,Ferguson-Donaldson,Market
48726,802849,Tyler,Todd,F,1980-10-25,995.38,2023-09-04,"Hicks, Palmer and Cox",Electronics
48728,384838,Jessica,Craig,F,1989-10-23,70.22,2023-02-22,Spencer and Sons,Market
48730,410685,Hannah,Anderson,,1999-10-21,1243.95,2023-01-16,Rogers-Logan,Travel
48732,99590,Justin,Morris,F,1954-11-01,151.0,2023-09-17,Nguyen-Deleon,Clothing
48733,383739,Joel,Roberts,F,1971-10-28,1678.71,2023-10-04,Powell Group,Travel
48734,577407,Randy,Gomez,F,1978-10-26,714.78,2023-09-03,Barber-Bennett,Electronics
48735,392173,Debra,Simmons,F,1994-10-22,902.16,2023-08-30,"Sanchez, Shaw and Wright",Electronics
48737,209447,Luis,Gonzalez,F,1979-10-26,40.23,2023-03-15,"Mitchell, Carney and Martinez",Restaurant
48738,868267,Carl,Young,F,1978-10-26,41.5,2023-08-06,"Frederick, Hensley and Johnson",Clothing
48739,914577,Michael,Watts,F,2004-10-19,30.64,2023-03-05,House and Sons,Restaurant
48742,136987,Karen,Reed,F,1983-10-25,181.22,2023-06-22,"Jones, Russell and Maddox",Market
48745,451924,Lauren,Gutierrez,,1982-10-25,139.66,2023-07-29,"Bauer, Kent and Blanchard",Cosmetic
48747,274834,William,Sampson,F,2001-10-20,427.9,2023-02-05,Walls-Miller,Electronics
48749,848160,Kara,Carey,F,1970-10-28,267.18,2023-08-15,Hansen and Sons,Electronics
48751,683949,Jessica,Spence,F,1968-10-28,399.99,2023-01-27,Edwards-Hernandez,Market
48752,624449,Phillip,Ford,,1995-10-22,15.51,2023-06-01,Beard-Dixon,Restaurant
48754,914817,Denise,Turner,F,1959-10-31,43.24,2023-08-13,"Barron, Smith and Farmer",Market
48757,125206,Cathy,Ruiz,F,1996-10-21,25.69,2023-01-18,Taylor and Sons,Clothing
48758,71926,Richard,Cooper,F,1950-11-02,193.61,2023-03-01,"Freeman, Johnson and Rose",Clothing
48760,515913,John,Edwards,F,1954-11-01,15.1,2023-05-19,Mcdonald and Sons,Restaurant
48761,817361,David,Baxter,F,1966-10-29,642.99,2023-09-15,Singleton and Sons,Electronics
48762,80297,Sonya,Patterson,F,1996-10-21,208.35,2023-08-31,Roberson Inc,Travel
48763,293042,Jason,Collins,F,2003-10-20,114.46,2023-08-11,Perkins-Johnson,Cosmetic
48764,50659,Nicholas,Pittman,F,1953-11-01,77.67,2023-01-06,Saunders-Andrews,Cosmetic
48766,939455,Ruben,Elliott,F,1991-10-23,524.79,2023-03-03,King-Hart,Electronics
48768,641038,Christopher,Davis,,1973-10-27,151.13,2023-03-22,Colon-Robinson,Market
48769,794266,Jennifer,Chan,F,1948-11-02,96.66,2023-01-05,"Blake, Moore and Murphy",Restaurant
48770,183709,Anna,Williams,F,1950-11-02,183.72,2023-08-28,"Pearson, Henderson and Rosario",Clothing
48771,723182,Victoria,Moore,F,1984-10-24,347.86,2023-10-11,"Martinez, Sweeney and Taylor",Market
48772,318908,Gerald,Rodriguez,,1999-10-21,94.44,2023-01-04,Wagner Group,Restaurant
48775,977316,Ellen,Wall,F,1991-10-23,41.86,2023-07-02,"Griffith, Evans and Case",Restaurant
48776,732632,Yvonne,Brown,,1971-10-28,452.93,2023-06-19,Zuniga Inc,Electronics
48778,453947,Amber,Malone,F,1958-10-31,62.27,2023-02-20,James Ltd,Clothing
48780,134955,Linda,Garrett,F,1958-10-31,173.53,2023-06-08,"Morgan, Mccoy and Griffin",Cosmetic
48781,696075,Lauren,Alvarado,F,1968-10-28,211.13,2023-04-20,"Stevens, Jacobs and Simpson",Clothing
48783,160794,Michelle,Cannon,F,1963-10-30,575.4,2023-07-23,Morrow Group,Electronics
48785,316340,Erica,Mitchell,F,1977-10-26,296.69,2023-07-24,Carson Ltd,Market
48787,60552,Matthew,Shaw,F,1978-10-26,192.61,2023-03-19,Ayers-Sims,Cosmetic
48788,748806,Jill,Douglas,F,1964-10-29,77.09,2023-07-14,White-Garza,Clothing
48789,399887,Elizabeth,Rogers,F,1960-10-30,451.04,2023-05-06,Duke-Martin,Electronics
48790,565318,Evan,Garcia,F,1970-10-28,88.46,2023-01-12,Robles Inc,Cosmetic
48791,394761,Heather,Harrington,F,1972-10-27,61.86,2023-01-15,"Castro, Jones and Montgomery",Restaurant
48792,212538,Brittany,Cohen,,1984-10-24,447.4,2023-02-23,Romero Ltd,Market
48794,972953,Brian,Baker,F,1970-10-28,279.34,2023-07-23,Wu Inc,Clothing
48795,866794,Cynthia,Gutierrez,,1983-10-25,84.18,2023-01-16,"Smith, Anderson and Long",Clothing
48797,349246,Craig,White,,1954-11-01,928.62,2023-07-20,"Wood, Gibson and Gutierrez",Electronics
48798,218851,Hannah,Pollard,F,1999-10-21,2363.59,2023-03-17,"Copeland, Johnson and Brooks",Travel
48799,731671,Shannon,Mendoza,F,1979-10-26,36.37,2023-09-28,Holt Ltd,Restaurant
48802,504094,Jeffrey,Love,F,1963-10-30,34.89,2023-04-26,Brown Inc,Clothing
48804,449484,Brandon,Phillips,F,1998-10-21,461.87,2023-06-17,Ward Inc,Market
48805,437754,Elizabeth,Blair,,1981-10-25,917.47,2023-07-31,Lane-Rodriguez,Electronics
48807,175572,Hayden,Petersen,F,2004-10-19,23.66,2023-07-09,Daniel LLC,Cosmetic
48808,240867,Christine,Green,F,1978-10-26,17.3,2023-05-07,Jackson-Torres,Restaurant
48809,70038,Melanie,Potter,F,1992-10-22,61.4,2023-07-29,Smith Inc,Restaurant
48811,161937,Bradley,Best,F,1977-10-26,196.3,2023-02-18,Lopez-Yang,Cosmetic
48812,817019,Jennifer,Taylor,F,1981-10-25,155.92,2023-03-20,"Nelson, Hensley and Gutierrez",Market
48815,607062,Steven,Grimes,F,1998-10-21,161.59,2023-06-23,"Bonilla, Benitez and Stuart",Cosmetic
48817,947531,Paula,Chapman,F,1950-11-02,2555.21,2023-01-10,Harper Ltd,Travel
48820,69382,Garrett,Beck,F,1976-10-26,991.07,2023-06-05,Shaw-Griffith,Electronics
48822,320516,Melissa,Taylor,,2005-10-19,340.07,2023-03-16,Diaz Ltd,Market
48825,207395,Jessica,Lewis,F,1966-10-29,397.4,2023-07-21,Thornton-Perez,Electronics
48828,607495,Jesse,Luna,,1989-10-23,129.71,2023-05-08,Martin PLC,Clothing
48829,746288,Ryan,Silva,F,1989-10-23,153.05,2023-09-14,Thomas and Sons,Cosmetic
48830,904777,Roy,Nelson,F,1972-10-27,84.21,2023-07-24,Harris-Trevino,Restaurant
48832,97989,Peter,Miller,F,1953-11-01,1024.74,2023-06-25,Valencia-Clark,Travel
48834,505263,John,Garcia,F,1982-10-25,1747.36,2023-05-17,"Graham, Taylor and Mccann",Travel
48835,998650,Jason,Caldwell,F,1993-10-22,14.36,2023-08-24,Rose-Lawson,Market
48836,420730,Deanna,Atkins,,1948-11-02,166.89,2023-09-07,"Marshall, Rogers and Mason",Market
48838,107183,Jessica,Wong,F,1970-10-28,138.48,2023-07-06,"Moore, Perez and Stephenson",Cosmetic
48839,711682,Michael,Valencia,F,1958-10-31,2043.46,2023-08-14,Taylor-King,Travel
48840,745344,Patrick,Zimmerman,F,1996-10-21,331.17,2023-08-16,"Hernandez, Jones and Glenn",Electronics
48841,258776,Francisco,Park,F,1995-10-22,248.9,2023-04-16,Patterson Inc,Electronics
48843,850232,Matthew,Morgan,,1973-10-27,194.5,2023-05-18,Smith Group,Clothing
48844,933069,Tyler,Oliver,F,2001-10-20,2770.43,2023-02-14,"Strong, Ward and Chan",Travel
48846,413254,Malik,Huynh,F,1956-10-31,19.75,2023-06-21,"Black, Morris and Jackson",Restaurant
48847,729786,Howard,Conrad,F,1961-10-30,377.66,2023-02-28,Reyes Inc,Market
48848,187625,Rhonda,Diaz,F,1973-10-27,614.53,2023-06-16,"Yates, Clark and Nixon",Electronics
48849,843060,Carrie,Fleming,F,1977-10-26,196.09,2023-02-19,"Ray, Evans and Ho",Cosmetic
48850,398707,Susan,Olson,,1995-10-22,110.93,2023-06-24,"Prince, Hoffman and Marquez",Market
48851,155007,Matthew,Miller,F,1969-10-28,257.4,2023-09-12,Oconnor-Watkins,Electronics
48852,539783,Jeffrey,Brown,F,1960-10-30,73.97,2023-09-30,"Bradshaw, Riley and Cruz",Clothing
48855,290429,Lori,Martinez,F,1957-10-31,2846.75,2023-04-17,Melton-Sanford,Travel
48857,215815,Angela,Vincent,F,1951-11-02,107.28,2023-08-18,Clark Inc,Clothing
48859,276959,Bryan,Roberts,,1965-10-29,313.72,2023-02-11,Hess-Moore,Market
48861,634463,Joyce,Davis,F,1963-10-30,86.1,2023-06-17,Reynolds-Parker,Cosmetic
48863,946823,Derek,Robinson,F,1994-10-22,39.42,2023-05-11,Lynch LLC,Cosmetic
48867,586561,Rebecca,Hamilton,F,1994-10-22,2195.35,2023-08-16,Massey-Rasmussen,Travel
48868,709938,Julie,Jones,F,1950-11-02,73.61,2023-04-11,Mays-Williams,Restaurant
48870,921881,Matthew,Dalton,F,1962-10-30,2323.1,2023-04-28,Brown-Berry,Travel
48873,913801,Kevin,Scott,,1983-10-25,428.83,2023-07-30,"Murray, Montgomery and Cook",Market
48876,381992,Donald,Drake,,1960-10-30,92.15,2023-04-09,Rodriguez-West,Restaurant
48877,187182,April,Neal,F,1949-11-02,2270.22,2023-08-26,Reyes LLC,Travel
48878,627221,Jennifer,Solis,F,1991-10-23,21.46,2023-06-12,Moon-Reyes,Restaurant
48879,654086,Stephanie,Stevens,F,1968-10-28,845.09,2023-01-07,"Sampson, Ritter and Johnson",Travel
48880,286107,Edward,Avery,F,1972-10-27,191.96,2023-06-11,Harrison-Jackson,Cosmetic
48881,2545,Richard,Mcintyre,,1999-10-21,154.3,2023-01-07,Johnson-Le,Cosmetic
48882,969483,Timothy,Soto,,1969-10-28,92.55,2023-01-24,Reid-Esparza,Market
48883,189732,Brandon,Ibarra,F,1981-10-25,671.28,2023-07-06,"Lamb, Aguilar and Snow",Electronics
48884,327180,Jennifer,Jones,F,1948-11-02,87.78,2023-03-30,Reed-Nelson,Restaurant
48886,978043,Jason,Lester,F,1993-10-22,72.55,2023-03-22,Cook Group,Clothing
48887,201855,Julie,Moore,F,1989-10-23,490.34,2023-09-15,King-Hogan,Electronics
48888,338306,Jeffery,White,,1957-10-31,105.42,2023-02-07,Butler-Armstrong,Clothing
48890,111249,Jason,Campbell,F,1994-10-22,193.42,2023-08-20,"Lawson, Stone and White",Cosmetic
48895,935492,Timothy,Thomas,F,1960-10-30,60.64,2023-09-20,Evans PLC,Clothing
48896,375741,Scott,Mcclure,F,1951-11-02,2781.48,2023-09-19,"Hall, Martin and Smith",Travel
48897,582082,Christopher,Kemp,F,2001-10-20,76.34,2023-04-08,Cherry Ltd,Restaurant
48900,55534,Dean,Ross,F,1985-10-24,1175.25,2023-07-02,Russell-Smith,Travel
48903,240089,Robert,Mack,,1948-11-02,51.88,2023-01-31,Foster Ltd,Clothing
48906,986176,Tyler,Moody,F,1955-11-01,555.24,2023-01-22,Richards and Sons,Electronics
48909,859419,Stephanie,Mcdonald,,1973-10-27,10.61,2023-07-20,Doyle-Walters,Cosmetic
48910,550522,Krystal,Wilson,F,1954-11-01,240.25,2023-05-26,"Brown, Robertson and Lopez",Market
48911,363494,Dana,Davis,F,1960-10-30,175.35,2023-07-30,Robinson PLC,Market
48912,67831,Nathan,Harris,F,1959-10-31,26.05,2023-03-12,Lawrence Inc,Restaurant
48914,527755,Joanne,Macias,F,1995-10-22,195.63,2023-07-24,Smith-Brown,Electronics
48915,719873,Robert,Johnson,F,1958-10-31,1424.26,2023-07-24,"Herrera, Peterson and Francis",Travel
48917,401087,Emily,Harris,F,1959-10-31,260.65,2023-01-19,"Anderson, Ritter and Turner",Market
48919,340454,Cheryl,Daniels,F,1997-10-21,726.92,2023-02-28,Reynolds-Kent,Electronics
48920,295191,Eddie,Alexander,F,1961-10-30,13.4,2023-10-08,"Taylor, Haynes and Romero",Restaurant
48921,301087,Denise,Hall,F,1969-10-28,91.4,2023-04-01,"White, Bell and Miller",Restaurant
48922,453994,Ellen,Lee,F,1958-10-31,332.01,2023-07-24,Chang PLC,Market
48926,385272,Christopher,Brown,F,1969-10-28,2347.05,2023-01-21,"Ellis, Vega and Perkins",Travel
48927,703466,Amy,Murphy,F,1990-10-23,860.67,2023-05-09,Hopkins-Beasley,Electronics
48928,18785,Deborah,Jackson,F,1999-10-21,192.5,2023-07-31,"Holland, Gonzalez and Stone",Clothing
48929,294075,Scott,Delgado,F,1979-10-26,1301.72,2023-04-16,Butler Ltd,Travel
48931,203887,Dylan,Lee,F,1957-10-31,99.91,2023-05-26,Kim-Alexander,Clothing
48933,535698,Jonathan,James,F,1989-10-23,357.29,2023-04-17,Butler-Rivera,Electronics
48934,885856,Amy,Jones,F,1987-10-24,2337.1,2023-01-12,"Jones, Dixon and Williams",Travel
48936,51420,April,Jenkins,F,1976-10-26,240.36,2023-08-08,"Peters, Ramirez and Willis",Market
48938,943623,Thomas,Rios,F,1977-10-26,737.82,2023-04-01,Winters PLC,Travel
48940,426263,Kyle,Craig,F,1972-10-27,27.78,2023-10-01,Mckinney-Henderson,Cosmetic
48941,692050,Christopher,Thomas,,1966-10-29,2130.53,2023-02-27,Castro LLC,Travel
48942,554279,Darlene,White,F,1957-10-31,302.39,2023-03-18,"Berg, Carter and Franco",Market
48945,629016,Tyler,Lewis,,2004-10-19,79.7,2023-04-28,Bennett Inc,Market
48946,360873,Vincent,Howard,,1960-10-30,761.23,2023-01-19,"Knox, Lopez and Santos",Electronics
48947,970131,Heather,Chan,F,1983-10-25,113.91,2023-09-17,Gonzales LLC,Market
48949,659041,Marie,Johnson,F,1972-10-27,188.53,2023-09-08,Massey-Young,Cosmetic
48950,204880,Stephanie,Bell,,2000-10-20,97.6,2023-05-13,"Jones, Bartlett and Chapman",Restaurant
48951,13160,Frances,Smith,F,1958-10-31,48.57,2023-05-26,"Phillips, Leonard and Wilcox",Cosmetic
48956,945813,Jeremy,Hines,F,1982-10-25,232.83,2023-09-24,"Lopez, Harris and Parker",Clothing
48957,558818,Charles,Burnett,F,1983-10-25,383.3,2023-07-14,Benjamin Group,Market
48958,801676,Jade,Evans,,1968-10-28,230.82,2023-06-01,Sullivan-Harvey,Clothing
48962,951964,Shawn,Nguyen,F,1993-10-22,199.71,2023-08-03,Mitchell Ltd,Clothing
48963,173274,Jessica,Shields,F,1950-11-02,196.27,2023-09-30,Flores-Lewis,Clothing
48964,171231,Christopher,Cardenas,F,1960-10-30,183.54,2023-07-03,Ward-Collins,Cosmetic
48965,253275,Michael,Young,,1962-10-30,162.2,2023-02-15,"Barr, Salinas and Alvarez",Market
48967,385355,Calvin,Sweeney,F,1963-10-30,96.07,2023-08-09,"Mason, Robertson and Baker",Restaurant
48968,885945,Tina,Carlson,F,1948-11-02,106.06,2023-02-14,Richardson PLC,Market
48969,155789,Tracey,Maldonado,F,1953-11-01,142.09,2023-08-11,"Kramer, Combs and Green",Market
48971,377578,Thomas,Davidson,,1964-10-29,405.23,2023-07-10,Scott LLC,Market
48972,398591,Amy,Alvarado,F,2005-10-19,147.4,2023-03-13,Adams and Sons,Cosmetic
48974,687971,Carl,Christensen,,1962-10-30,174.06,2023-03-06,Obrien-Bennett,Clothing
48975,667468,Ashley,Caldwell,F,2003-10-20,2714.19,2023-03-15,Martin Inc,Travel
48976,907359,John,Robles,F,1975-10-27,578.61,2023-02-27,Cook-Smith,Travel
48978,936150,Karen,Peterson,F,2001-10-20,98.71,2023-04-09,Mendez-Jones,Restaurant
48979,822372,Dennis,Hunt,F,1950-11-02,49.28,2023-09-12,Allen-Morris,Restaurant
48980,812391,Cassie,Kennedy,F,2005-10-19,31.41,2023-02-16,Zimmerman-Henson,Restaurant
48981,395574,Lori,Simpson,F,2002-10-20,240.77,2023-06-30,Marsh-Washington,Clothing
48982,656633,Danielle,Johnson,F,1953-11-01,161.08,2023-07-21,Griffin-Cunningham,Cosmetic
48984,756946,Evan,Martin,,2000-10-20,469.14,2023-01-12,Warner PLC,Electronics
48986,429667,Eric,Cline,,1986-10-24,251.21,2023-09-17,"Baker, Davis and Barron",Clothing
48987,693873,Andrew,Sanchez,,1978-10-26,81.3,2023-07-14,"Andrews, Roberts and Brown",Market
48988,895824,Kathryn,Martinez,F,1965-10-29,659.13,2023-10-11,"Quinn, Burch and Orr",Electronics
48989,801564,Kimberly,Ross,F,1969-10-28,11.85,2023-02-08,"Snyder, Clark and Ross",Restaurant
48990,948569,Sherri,Oconnor,F,1983-10-25,192.7,2023-10-14,Lewis-Clark,Cosmetic
48991,964374,Brittany,Waters,F,1959-10-31,1791.77,2023-01-30,Clark-Gutierrez,Travel
48992,526011,James,Phillips,,1988-10-23,29.84,2023-09-15,Hood Group,Restaurant
48993,468826,Jessica,Reyes,F,1989-10-23,82.4,2023-01-12,"Brooks, Rivera and Hancock",Clothing
48995,293181,Brandon,Holmes,F,1989-10-23,353.29,2023-04-13,Edwards and Sons,Electronics
49000,203459,Harold,Oconnor,,1999-10-21,2140.23,2023-05-10,"Warren, Thomas and Perez",Travel
49001,752782,Brittany,Rice,F,1963-10-30,27.7,2023-06-14,Murillo-Torres,Restaurant
49002,978337,Tiffany,Meyers,,1949-11-02,26.45,2023-03-12,"Patterson, Christensen and Steele",Cosmetic
49003,749152,Todd,Richards,F,1954-11-01,128.73,2023-01-30,"Blanchard, Watson and Johnson",Market
49004,771628,Kimberly,Smith,F,1960-10-30,94.38,2023-07-03,"Burke, Anderson and Tyler",Restaurant
49005,212187,Patricia,Sloan,F,1977-10-26,430.58,2023-06-07,Santos-Dennis,Market
49007,8759,Joshua,Abbott,,1950-11-02,72.27,2023-03-09,Reynolds Group,Restaurant
49008,542347,Julie,Barnes,F,2003-10-20,147.68,2023-02-28,Wilson Group,Market
49011,691683,Aaron,Morrow,F,1982-10-25,456.1,2023-07-07,Williams-Hamilton,Market
49013,966101,Jason,Wall,F,1954-11-01,119.72,2023-04-05,Walsh and Sons,Cosmetic
49015,467369,Billy,Baldwin,F,1995-10-22,68.4,2023-04-30,Stevens-Davis,Cosmetic
49016,568783,Lisa,Daugherty,,1984-10-24,142.85,2023-08-06,"Crawford, Ramirez and Cobb",Clothing
49017,953974,Erika,Stewart,F,1974-10-27,390.2,2023-05-01,Bowen Group,Market
49020,730191,Denise,Logan,,1996-10-21,1405.2,2023-08-27,Williams-Pruitt,Travel
49021,954621,Jonathan,Soto,F,2004-10-19,240.0,2023-10-01,Mack LLC,Electronics
49023,969943,Austin,Brown,F,1949-11-02,48.57,2023-09-30,"Russell, Cummings and Mitchell",Cosmetic
49026,862449,Dana,Gonzalez,F,1972-10-27,275.59,2023-04-22,"Gentry, Maynard and Miller",Clothing
49029,742706,William,Taylor,F,1996-10-21,99.79,2023-04-24,Blake Ltd,Restaurant
49030,382198,Sharon,Watts,F,1952-11-01,61.92,2023-02-10,"Lawrence, Gomez and Garcia",Restaurant
49031,322245,Michael,Mason,,1993-10-22,132.29,2023-02-02,Andersen-Robbins,Market
49032,668046,Chad,Allen,F,1963-10-30,2784.15,2023-08-03,Moore-Poole,Travel
49033,513305,Keith,Davis,,1960-10-30,2982.08,2023-10-01,Elliott PLC,Travel
49036,914096,Richard,Smith,F,1949-11-02,75.2,2023-07-11,Moore-Meza,Market
49037,594588,Damon,Harris,F,1979-10-26,675.44,2023-09-02,Nash-Lucas,Electronics
49039,58608,Suzanne,Steele,F,2001-10-20,223.4,2023-02-24,"Bowman, Mccoy and Hurst",Clothing
49041,300408,Jaime,Clay,F,1989-10-23,833.38,2023-05-02,Bowman-Jones,Electronics
49044,805090,Anthony,Mathis,F,1982-10-25,65.82,2023-08-18,"Fuller, Webb and Freeman",Cosmetic
49045,245031,Melinda,Russell,F,1985-10-24,34.31,2023-09-24,"Patel, Jackson and Williams",Restaurant
